Date,Open,High,Low,Close,Adj Close,Volume
2022-04-07,296.660004,303.649994,296.350006,301.369995,296.012726,31411200
2022-04-08,300.440002,301.119995,296.279999,296.970001,291.690979,24361900
2022-04-11,291.790009,292.609985,285.000000,285.260010,280.189117,34569300
2022-04-12,289.239990,290.739990,280.489990,282.059998,277.045959,30966700
2022-04-13,282.730011,288.579987,281.299988,287.619995,282.507172,21907200
2022-04-14,288.089996,288.309998,279.320007,279.829987,274.855621,28221600
2022-04-18,278.910004,282.459991,278.339996,280.519989,275.533356,20778000
2022-04-19,279.380005,286.170013,278.410004,285.299988,280.228394,22297700
2022-04-20,289.399994,289.700012,285.369995,286.359985,281.269470,22906700
2022-04-21,288.579987,293.299988,280.059998,280.809998,275.818176,29454600
2022-04-22,281.679993,283.200012,273.380005,274.029999,269.158691,29405800
2022-04-25,273.290009,281.109985,270.769989,280.720001,275.729797,35678900
2022-04-26,277.500000,278.359985,270.000000,270.220001,265.416504,46518400
2022-04-27,282.100006,290.970001,279.160004,283.220001,278.185333,63477700
2022-04-28,285.190002,290.980011,281.459991,289.630005,284.481415,33646600
2022-04-29,288.609985,289.880005,276.500000,277.519989,272.586670,37073900
2022-05-02,277.709991,284.940002,276.220001,284.470001,279.413147,35151100
2022-05-03,283.959991,284.130005,280.149994,281.779999,276.770966,25978600
2022-05-04,282.589996,290.880005,276.730011,289.980011,284.825165,33599300
2022-05-05,285.540009,286.350006,274.339996,277.350006,272.419678,43260400
2022-05-06,274.809998,279.250000,271.269989,274.730011,269.846283,37780300
2022-05-09,270.059998,272.359985,263.320007,264.579987,259.876709,47726000
2022-05-10,271.690002,273.750000,265.070007,269.500000,264.709290,39336400
2022-05-11,265.679993,271.359985,259.299988,260.549988,255.918365,48975900
2022-05-12,257.690002,259.880005,250.020004,255.350006,250.810791,51033800
2022-05-13,257.350006,263.040009,255.350006,261.119995,256.478241,34925100
2022-05-16,259.959991,265.820007,255.779999,261.500000,256.851440,32550900
2022-05-17,266.109985,268.329987,262.459991,266.820007,262.076904,28828800
2022-05-18,263.000000,263.600006,252.770004,254.080002,250.144638,31356000
2022-05-19,253.899994,257.670013,251.880005,253.139999,249.219177,32692300
2022-05-20,257.239990,258.540009,246.440002,252.559998,248.648178,39199300
2022-05-23,255.490005,261.500000,253.429993,260.649994,256.612854,33175400
2022-05-24,257.890015,261.329987,253.500000,259.619995,255.598816,29043900
2022-05-25,258.140015,264.579987,257.130005,262.519989,258.453888,28547900
2022-05-26,262.269989,267.109985,261.429993,265.899994,261.781525,25002100
2022-05-27,268.480011,273.339996,267.559998,273.239990,269.007874,26910800
2022-05-31,272.529999,274.769989,268.929993,271.869995,267.659027,37827700
2022-06-01,275.200012,277.690002,270.040009,272.420013,268.200592,25292200
2022-06-02,264.450012,274.649994,261.600006,274.579987,270.327087,44008200
2022-06-03,270.309998,273.450012,268.410004,270.019989,265.837738,28059000
2022-06-06,272.059998,274.179993,267.220001,268.750000,264.587433,22400300
2022-06-07,266.640015,273.130005,265.940002,272.500000,268.279327,22860700
2022-06-08,271.709991,273.000000,269.609985,270.410004,266.221680,17372300
2022-06-09,267.779999,272.709991,264.630005,264.790009,260.688751,26439700
2022-06-10,260.579987,260.579987,252.529999,252.990005,249.071518,31422800
2022-06-13,245.110001,249.020004,241.529999,242.259995,238.507690,46135800
2022-06-14,243.860001,245.740005,241.509995,244.490005,240.703171,28651500
2022-06-15,248.309998,255.300003,246.419998,251.759995,247.860550,33111700
2022-06-16,245.979996,247.419998,243.020004,244.970001,241.175735,33169200
2022-06-17,244.699997,250.500000,244.029999,247.649994,243.814194,43084800
2022-06-21,250.259995,254.750000,249.509995,253.740005,249.809921,29928300
2022-06-22,251.889999,257.170013,250.369995,253.130005,249.209366,25939900
2022-06-23,255.570007,259.369995,253.630005,258.859985,254.850555,25861400
2022-06-24,261.809998,267.980011,261.720001,267.700012,263.553680,33923200
2022-06-27,268.209991,268.299988,263.279999,264.890015,260.787201,24615100
2022-06-28,263.980011,266.910004,256.320007,256.480011,252.507462,27295500
2022-06-29,257.589996,261.970001,255.759995,260.260010,256.228943,20069800
2022-06-30,257.049988,259.529999,252.899994,256.829987,252.852005,31730900
2022-07-01,256.390015,259.769989,254.610001,259.579987,255.559448,22837700
2022-07-05,256.160004,262.980011,254.740005,262.850006,258.778778,22941000
2022-07-06,263.750000,267.989990,262.399994,266.209991,262.086761,23824400
2022-07-07,265.119995,269.059998,265.019989,268.399994,264.242828,20859900
2022-07-08,264.790009,268.100006,263.290009,267.660004,263.514313,19658800
2022-07-11,265.649994,266.529999,262.179993,264.510010,260.413086,19455200
2022-07-12,265.880005,265.940002,252.039993,253.669998,249.740967,35868500
2022-07-13,250.190002,253.550003,248.110001,252.720001,248.805695,29497400
2022-07-14,250.570007,255.139999,245.940002,254.080002,250.144638,25102800
2022-07-15,255.720001,260.369995,254.770004,256.720001,252.743759,29774100
2022-07-18,259.750000,260.839996,253.300003,254.250000,250.311996,20975000
2022-07-19,257.579987,259.720001,253.679993,259.529999,255.510208,25012600
2022-07-20,259.899994,264.869995,258.910004,262.269989,258.207764,22788300
2022-07-21,259.790009,264.890015,257.029999,264.839996,260.737976,22404700
2022-07-22,265.239990,265.329987,259.070007,260.359985,256.327362,21881300
2022-07-25,261.000000,261.500000,256.809998,258.829987,254.821045,21056000
2022-07-26,259.859985,259.880005,249.570007,251.899994,247.998398,39348000
2022-07-27,261.160004,270.049988,258.850006,268.739990,264.577576,45994000
2022-07-28,269.750000,277.839996,267.869995,276.410004,272.128723,33459300
2022-07-29,277.700012,282.000000,276.630005,280.739990,276.391663,32152800
2022-08-01,277.820007,281.279999,275.839996,278.010010,273.704010,21539600
2022-08-02,276.000000,277.890015,272.380005,274.820007,270.563385,22754200
2022-08-03,276.760010,283.500000,276.609985,282.470001,278.094971,23518900
2022-08-04,281.799988,283.799988,280.170013,283.649994,279.256622,18098700
2022-08-05,279.149994,283.649994,278.679993,282.910004,278.528046,16774600
2022-08-08,284.049988,285.920013,279.320007,280.320007,275.978180,18739200
2022-08-09,279.640015,283.079987,277.609985,282.299988,277.927521,23405200
2022-08-10,288.170013,289.809998,286.940002,289.160004,284.681274,24687800
2022-08-11,290.850006,291.209991,286.510010,287.019989,282.574432,20065900
2022-08-12,288.480011,291.910004,286.940002,291.910004,287.388702,22619700
2022-08-15,291.000000,294.179993,290.109985,293.470001,288.924500,18085700
2022-08-16,291.989990,294.040009,290.420013,292.709991,288.176300,18102900
2022-08-17,289.739990,293.350006,289.470001,291.320007,287.416656,18253400
2022-08-18,290.190002,291.910004,289.079987,290.170013,286.282043,17186200
2022-08-19,288.899994,289.250000,285.559998,286.149994,282.315857,20570000
2022-08-22,282.079987,282.459991,277.220001,277.750000,274.028442,25061100
2022-08-23,276.440002,278.859985,275.399994,276.440002,272.735962,17527400
2022-08-24,275.410004,277.230011,275.109985,275.790009,272.094696,18137000
2022-08-25,277.329987,279.019989,274.519989,278.850006,275.113708,16583400
2022-08-26,279.079987,280.339996,267.980011,268.089996,264.497833,27549300
2022-08-29,265.850006,267.399994,263.850006,265.230011,261.676178,20338500
2022-08-30,266.670013,267.049988,260.660004,262.970001,259.446503,22767100
2022-08-31,265.390015,267.109985,261.329987,261.470001,257.966522,24791800
2022-09-01,258.869995,260.890015,255.410004,260.399994,256.910858,23263400
2022-09-02,261.700012,264.739990,254.470001,256.059998,252.629059,22855400
2022-09-06,256.200012,257.829987,251.940002,253.250000,249.856705,21328200
2022-09-07,254.699997,258.829987,253.220001,258.089996,254.631851,24126700
2022-09-08,257.510010,260.429993,254.789993,258.519989,255.056076,20319900
2022-09-09,260.500000,265.230011,260.290009,264.459991,260.916504,22084700
2022-09-12,265.779999,267.450012,265.160004,266.649994,263.077148,18747700
2022-09-13,258.839996,260.399994,251.589996,251.990005,248.613586,33353300
2022-09-14,253.529999,254.229996,249.860001,252.220001,248.840500,23913000
2022-09-15,249.770004,251.399994,244.020004,245.380005,242.092148,31530900
2022-09-16,244.259995,245.300003,242.059998,244.740005,241.460739,39791800
2022-09-19,242.470001,245.139999,240.850006,244.520004,241.243683,26826900
2022-09-20,242.070007,243.509995,239.639999,242.449997,239.201416,26660300
2022-09-21,244.270004,247.660004,238.899994,238.949997,235.748322,28625600
2022-09-22,237.869995,243.860001,237.570007,240.979996,237.751099,31061200
2022-09-23,239.539993,241.130005,235.199997,237.919998,234.732101,34176000
2022-09-26,237.050003,241.449997,236.899994,237.449997,234.268402,27694200
2022-09-27,239.979996,241.800003,234.500000,236.410004,233.242355,27018700
2022-09-28,236.809998,242.330002,234.729996,241.070007,237.839920,29029700
2022-09-29,238.889999,239.949997,234.410004,237.500000,234.317734,27484200
2022-09-30,238.289993,240.539993,232.729996,232.899994,229.779358,35694800
2022-10-03,235.410004,241.610001,234.660004,240.740005,237.514328,28880400
2022-10-04,245.089996,250.360001,244.979996,248.880005,245.545273,34888400
2022-10-05,245.990005,250.580002,244.100006,249.199997,245.860992,20347100
2022-10-06,247.929993,250.339996,246.080002,246.789993,243.483276,20239900
2022-10-07,240.899994,241.320007,233.169998,234.240005,231.101425,37769600
2022-10-10,233.050003,234.559998,226.729996,229.250000,226.178284,29743600
2022-10-11,227.619995,229.059998,224.110001,225.410004,222.389755,30474000
2022-10-12,225.399994,227.860001,223.960007,225.750000,222.725174,21903900
2022-10-13,219.850006,236.100006,219.130005,234.240005,231.101425,42551800
2022-10-14,235.539993,237.240005,228.339996,228.559998,225.497513,30198600
2022-10-17,235.820007,238.960007,235.139999,237.529999,234.347351,28142300
2022-10-18,243.240005,243.929993,235.369995,238.500000,235.304352,26329600
2022-10-19,237.039993,239.610001,234.289993,236.479996,233.311386,19985700
2022-10-20,235.770004,241.309998,234.869995,236.149994,232.985825,21811000
2022-10-21,234.740005,243.000000,234.500000,242.119995,238.875839,26299700
2022-10-24,243.759995,247.839996,241.300003,247.250000,243.937103,24911200
2022-10-25,247.259995,251.039993,245.830002,250.660004,247.301422,34775500
2022-10-26,231.169998,238.300003,230.059998,231.320007,228.220551,82543200
2022-10-27,231.039993,233.690002,225.779999,226.750000,223.711777,40424600
2022-10-28,226.240005,236.600006,226.050003,235.869995,232.709549,40647700
2022-10-31,233.759995,234.919998,231.149994,232.130005,229.019714,28357300
2022-11-01,234.600006,235.740005,227.330002,228.169998,225.112747,30592300
2022-11-02,229.460007,231.300003,220.039993,220.100006,217.150894,38407000
2022-11-03,220.089996,220.410004,213.979996,214.250000,211.379242,36633900
2022-11-04,217.550003,221.589996,213.429993,221.389999,218.423599,36789100
2022-11-07,221.990005,228.410004,221.279999,227.869995,224.816742,33498000
2022-11-08,228.699997,231.649994,225.839996,228.869995,225.803360,28192500
2022-11-09,227.369995,228.630005,224.330002,224.509995,221.501801,27852900
2022-11-10,235.429993,243.330002,235.000000,242.979996,239.724304,46268000
2022-11-11,242.990005,247.990005,241.929993,247.110001,243.798965,34620200
2022-11-14,241.990005,243.910004,239.210007,241.550003,238.313477,31123300
2022-11-15,245.660004,247.000000,240.029999,241.970001,238.727844,31390100
2022-11-16,242.789993,243.800003,240.419998,241.729996,239.163147,24093300
2022-11-17,237.779999,243.250000,237.630005,241.679993,239.113678,23123500
2022-11-18,243.509995,243.740005,239.029999,241.220001,238.658585,27613500
